start--------------------------------------------
packet_index ,36, sent_timestamp ,1689140600.4464102, received_timestamp,1689140600.5460367,received-send delay ,0.09962654113769531, and size ,80000,
packet_index ,37, sent_timestamp ,1689140600.5258422, received_timestamp,1689140600.6280673,received-send delay ,0.10222506523132324, and size ,80000,
packet_index ,38, sent_timestamp ,1689140600.6079733, received_timestamp,1689140600.7250392,received-send delay ,0.1170659065246582, and size ,80000,
packet_index ,39, sent_timestamp ,1689140600.7049086, received_timestamp,1689140600.818834,received-send delay ,0.11392545700073242, and size ,80000,
packet_index ,40, sent_timestamp ,1689140600.798642, received_timestamp,1689140600.910155,received-send delay ,0.11151313781738281, and size ,80000,
packet_index ,41, sent_timestamp ,1689140600.8899708, received_timestamp,1689140601.0041566,received-send delay ,0.11418581008911133, and size ,80000,
packet_index ,42, sent_timestamp ,1689140600.9839683, received_timestamp,1689140601.0891893,received-send delay ,0.10522103309631348, and size ,80000,
packet_index ,43, sent_timestamp ,1689140601.069008, received_timestamp,1689140601.1792843,received-send delay ,0.1102762222290039, and size ,80000,
packet_index ,44, sent_timestamp ,1689140601.1587718, received_timestamp,1689140601.2666106,received-send delay ,0.10783886909484863, and size ,80000,
packet_index ,45, sent_timestamp ,1689140601.2464006, received_timestamp,1689140601.3538926,received-send delay ,0.10749197006225586, and size ,80000,
packet_index ,46, sent_timestamp ,1689140601.3337576, received_timestamp,1689140601.436563,received-send delay ,0.10280537605285645, and size ,80000,
packet_index ,47, sent_timestamp ,1689140601.4164784, received_timestamp,1689140601.5250907,received-send delay ,0.1086122989654541, and size ,80000,
packet_index ,48, sent_timestamp ,1689140601.5050259, received_timestamp,1689140601.6073036,received-send delay ,0.10227775573730469, and size ,80000,
packet_index ,49, sent_timestamp ,1689140601.587129, received_timestamp,1689140601.696997,received-send delay ,0.10986781120300293, and size ,80000,
packet_index ,50, sent_timestamp ,1689140601.6768618, received_timestamp,1689140601.7976835,received-send delay ,0.12082171440124512, and size ,80000,
packet_index ,1, sent_timestamp ,1689140604.7810092, received_timestamp,1689140605.0193675,received-send delay ,0.2383582592010498, and size ,90000,
packet_index ,2, sent_timestamp ,1689140604.9990473, received_timestamp,1689140605.1905384,received-send delay ,0.19149112701416016, and size ,90000,
packet_index ,3, sent_timestamp ,1689140605.1702218, received_timestamp,1689140605.2817552,received-send delay ,0.11153340339660645, and size ,90000,
packet_index ,4, sent_timestamp ,1689140605.261423, received_timestamp,1689140605.3845549,received-send delay ,0.12313175201416016, and size ,90000,
packet_index ,5, sent_timestamp ,1689140605.364307, received_timestamp,1689140605.474502,received-send delay ,0.11019515991210938, and size ,90000,
packet_index ,6, sent_timestamp ,1689140605.4540412, received_timestamp,1689140605.5869129,received-send delay ,0.1328716278076172, and size ,90000,
packet_index ,7, sent_timestamp ,1689140605.566617, received_timestamp,1689140605.6718292,received-send delay ,0.10521221160888672, and size ,90000,
packet_index ,8, sent_timestamp ,1689140605.651529, received_timestamp,1689140605.7598457,received-send delay ,0.10831665992736816, and size ,90000,
packet_index ,9, sent_timestamp ,1689140605.739549, received_timestamp,1689140605.8584154,received-send delay ,0.1188664436340332, and size ,90000,
packet_index ,10, sent_timestamp ,1689140605.8381338, received_timestamp,1689140605.9470806,received-send delay ,0.1089468002319336, and size ,90000,
packet_index ,11, sent_timestamp ,1689140605.9267461, received_timestamp,1689140606.0316997,received-send delay ,0.10495352745056152, and size ,90000,
packet_index ,12, sent_timestamp ,1689140606.0114105, received_timestamp,1689140606.1199362,received-send delay ,0.10852575302124023, and size ,90000,
packet_index ,13, sent_timestamp ,1689140606.0995224, received_timestamp,1689140606.2103171,received-send delay ,0.1107947826385498, and size ,90000,
packet_index ,14, sent_timestamp ,1689140606.1900194, received_timestamp,1689140606.2971265,received-send delay ,0.10710716247558594, and size ,90000,
packet_index ,15, sent_timestamp ,1689140606.276853, received_timestamp,1689140606.3907943,received-send delay ,0.11394119262695312, and size ,90000,
packet_index ,16, sent_timestamp ,1689140606.3705027, received_timestamp,1689140606.4776318,received-send delay ,0.10712909698486328, and size ,90000,
packet_index ,17, sent_timestamp ,1689140606.4573367, received_timestamp,1689140606.5641837,received-send delay ,0.10684704780578613, and size ,90000,
packet_index ,18, sent_timestamp ,1689140606.5438852, received_timestamp,1689140606.647998,received-send delay ,0.10411286354064941, and size ,90000,
packet_index ,19, sent_timestamp ,1689140606.6277049, received_timestamp,1689140606.7327523,received-send delay ,0.10504746437072754, and size ,90000,
packet_index ,20, sent_timestamp ,1689140606.712318, received_timestamp,1689140606.829068,received-send delay ,0.11675000190734863, and size ,90000,
packet_index ,21, sent_timestamp ,1689140606.8087626, received_timestamp,1689140606.915817,received-send delay ,0.10705447196960449, and size ,90000,
packet_index ,22, sent_timestamp ,1689140606.8955524, received_timestamp,1689140607.0058315,received-send delay ,0.11027908325195312, and size ,90000,
packet_index ,23, sent_timestamp ,1689140606.9855926, received_timestamp,1689140607.083762,received-send delay ,0.09816932678222656, and size ,90000,
packet_index ,24, sent_timestamp ,1689140607.0634964, received_timestamp,1689140607.1931899,received-send delay ,0.12969350814819336, and size ,90000,
packet_index ,25, sent_timestamp ,1689140607.1729734, received_timestamp,1689140607.27613,received-send delay ,0.10315656661987305, and size ,90000,
packet_index ,26, sent_timestamp ,1689140607.2559237, received_timestamp,1689140607.3587346,received-send delay ,0.10281085968017578, and size ,90000,
packet_index ,27, sent_timestamp ,1689140607.3384876, received_timestamp,1689140607.4480822,received-send delay ,0.10959458351135254, and size ,90000,
